f, omegaSens, omegaSW
1e-06, 0.00116723, 3.29599e-19
1.0081e-06, 0.00113933, 3.37673e-19
1.01626e-06, 0.0011121, 3.45939e-19
1.02448e-06, 0.00108552, 3.54402e-19
1.03278e-06, 0.00105958, 3.63085e-19
1.04114e-06, 0.00103426, 3.71974e-19
1.04957e-06, 0.00100954, 3.81083e-19
1.05806e-06, 0.000985415, 3.90406e-19
1.06663e-06, 0.000961864, 3.99969e-19
1.07527e-06, 0.000938877, 4.09768e-19
1.08397e-06, 0.000916439, 4.19795e-19
1.09275e-06, 0.000894537, 4.30078e-19
1.10159e-06, 0.000873158, 4.40601e-19
1.11051e-06, 0.000852291, 4.51391e-19
1.1195e-06, 0.000831922, 4.62442e-19
1.12856e-06, 0.00081204, 4.73761e-19
1.1377e-06, 0.000792633, 4.85365e-19
1.14691e-06, 0.00077369, 4.97248e-19
1.1562e-06, 0.0007552, 5.09429e-19
1.16556e-06, 0.000737151, 5.21902e-19
1.17499e-06, 0.000719534, 5.34672e-19
1.1845e-06, 0.000702338, 5.4776e-19
1.19409e-06, 0.000685553, 5.61172e-19
1.20376e-06, 0.000669169, 5.74916e-19
1.21351e-06, 0.000653177, 5.89e-19
1.22333e-06, 0.000637566, 6.03415e-19
1.23323e-06, 0.000622329, 6.18183e-19
1.24322e-06, 0.000607456, 6.33328e-19
1.25328e-06, 0.000592939, 6.48827e-19
1.26343e-06, 0.000578768, 6.64719e-19
1.27366e-06, 0.000564936, 6.80997e-19
1.28397e-06, 0.000551435, 6.97669e-19
1.29436e-06, 0.000538256, 7.14743e-19
1.30484e-06, 0.000525393, 7.32245e-19
1.31541e-06, 0.000512836, 7.50184e-19
1.32605e-06, 0.00050058, 7.68536e-19
1.33679e-06, 0.000488617, 7.87361e-19
1.34761e-06, 0.00047694, 8.06635e-19
1.35852e-06, 0.000465541, 8.26385e-19
1.36952e-06, 0.000454415, 8.46622e-19
1.38061e-06, 0.000443555, 8.67356e-19
1.39178e-06, 0.000432955, 8.88579e-19
1.40305e-06, 0.000422608, 9.1034e-19
1.41441e-06, 0.000412508, 9.32632e-19
1.42586e-06, 0.000402649, 9.55465e-19
1.4374e-06, 0.000393027, 9.78852e-19
1.44904e-06, 0.000383634, 1.00283e-18
1.46077e-06, 0.000374465, 1.02738e-18
1.4726e-06, 0.000365516, 1.05254e-18
1.48452e-06, 0.000356781, 1.07831e-18
1.49654e-06, 0.000348254, 1.10471e-18
1.50865e-06, 0.000339931, 1.13175e-18
1.52087e-06, 0.000331807, 1.15947e-18
1.53318e-06, 0.000323877, 1.18785e-18
1.54559e-06, 0.000316137, 1.21693e-18
1.5581e-06, 0.000308582, 1.24672e-18
1.57072e-06, 0.000301207, 1.27726e-18
1.58343e-06, 0.000294009, 1.30852e-18
1.59625e-06, 0.000286982, 1.34056e-18
1.60918e-06, 0.000280124, 1.3734e-18
