f, omegaSens, omegaSW
1e-06, 0.00116723, 3.56182e-24
1.0081e-06, 0.00113933, 3.64908e-24
1.01626e-06, 0.0011121, 3.73841e-24
1.02448e-06, 0.00108552, 3.82986e-24
1.03278e-06, 0.00105958, 3.9237e-24
1.04114e-06, 0.00103426, 4.01976e-24
1.04957e-06, 0.00100954, 4.11819e-24
1.05806e-06, 0.000985415, 4.21894e-24
1.06663e-06, 0.000961864, 4.32229e-24
1.07527e-06, 0.000938877, 4.42818e-24
1.08397e-06, 0.000916439, 4.53653e-24
1.09275e-06, 0.000894537, 4.64766e-24
1.10159e-06, 0.000873158, 4.76137e-24
1.11051e-06, 0.000852291, 4.87798e-24
1.1195e-06, 0.000831922, 4.9974e-24
1.12856e-06, 0.00081204, 5.11972e-24
1.1377e-06, 0.000792633, 5.24512e-24
1.14691e-06, 0.00077369, 5.37354e-24
1.1562e-06, 0.0007552, 5.50517e-24
1.16556e-06, 0.000737151, 5.63996e-24
1.17499e-06, 0.000719534, 5.77796e-24
1.1845e-06, 0.000702338, 5.91939e-24
1.19409e-06, 0.000685553, 6.06433e-24
1.20376e-06, 0.000669169, 6.21286e-24
1.21351e-06, 0.000653177, 6.36505e-24
1.22333e-06, 0.000637566, 6.52083e-24
1.23323e-06, 0.000622329, 6.68042e-24
1.24322e-06, 0.000607456, 6.84409e-24
1.25328e-06, 0.000592939, 7.01158e-24
1.26343e-06, 0.000578768, 7.18332e-24
1.27366e-06, 0.000564936, 7.35923e-24
1.28397e-06, 0.000551435, 7.53939e-24
1.29436e-06, 0.000538256, 7.7239e-24
1.30484e-06, 0.000525393, 7.91304e-24
1.31541e-06, 0.000512836, 8.1069e-24
1.32605e-06, 0.00050058, 8.30522e-24
1.33679e-06, 0.000488617, 8.50866e-24
1.34761e-06, 0.00047694, 8.71694e-24
1.35852e-06, 0.000465541, 8.93037e-24
1.36952e-06, 0.000454415, 9.14906e-24
1.38061e-06, 0.000443555, 9.37313e-24
1.39178e-06, 0.000432955, 9.60247e-24
1.40305e-06, 0.000422608, 9.83764e-24
1.41441e-06, 0.000412508, 1.00785e-23
1.42586e-06, 0.000402649, 1.03253e-23
1.4374e-06, 0.000393027, 1.0578e-23
1.44904e-06, 0.000383634, 1.08371e-23
1.46077e-06, 0.000374465, 1.11024e-23
1.4726e-06, 0.000365516, 1.13743e-23
1.48452e-06, 0.000356781, 1.16528e-23
1.49654e-06, 0.000348254, 1.19381e-23
1.50865e-06, 0.000339931, 1.22303e-23
1.52087e-06, 0.000331807, 1.25299e-23
1.53318e-06, 0.000323877, 1.28366e-23
1.54559e-06, 0.000316137, 1.31508e-23
1.5581e-06, 0.000308582, 1.34728e-23
1.57072e-06, 0.000301207, 1.38028e-23
1.58343e-06, 0.000294009, 1.41406e-23
1.59625e-06, 0.000286982, 1.44868e-23
1.60918e-06, 0.000280124, 1.48417e-23
1.6222e-06, 0.000273429, 1.52049e-23
1.63534e-06, 0.000266894, 1.55774e-23
1.64857e-06, 0.000260516, 1.59585e-23
1.66192e-06, 0.00025429, 1.63494e-23
1.67538e-06, 0.000248213, 1.67498e-23
1.68894e-06, 0.000242281, 1.71598e-23
1.70261e-06, 0.000236491, 1.75799e-23
1.7164e-06, 0.000230839, 1.80105e-23
1.73029e-06, 0.000225322, 1.84513e-23
1.7443e-06, 0.000219937, 1.89031e-23
1.75842e-06, 0.000214681, 1.93659e-23
1.77266e-06, 0.00020955, 1.98402e-23
1.78701e-06, 0.000204542, 2.0326e-23
1.80147e-06, 0.000199654, 2.08234e-23
1.81606e-06, 0.000194883, 2.13334e-23
1.83076e-06, 0.000190225, 2.18557e-23
1.84558e-06, 0.000185679, 2.23907e-23
1.86052e-06, 0.000181242, 2.29389e-23
1.87558e-06, 0.00017691, 2.35005e-23
1.89077e-06, 0.000172682, 2.40761e-23
1.90608e-06, 0.000168555, 2.46657e-23
1.92151e-06, 0.000164527, 2.52695e-23
1.93706e-06, 0.000160595, 2.5888e-23
1.95274e-06, 0.000156757, 2.65218e-23
1.96855e-06, 0.000153011, 2.71712e-23
1.98449e-06, 0.000149354, 2.78366e-23
2.00056e-06, 0.000145785, 2.85183e-23
2.01675e-06, 0.000142301, 2.92163e-23
2.03308e-06, 0.0001389, 2.99318e-23
2.04954e-06, 0.00013558, 3.06647e-23
2.06613e-06, 0.00013234, 3.14153e-23
2.08286e-06, 0.000129177, 3.21847e-23
2.09972e-06, 0.00012609, 3.29726e-23
2.11672e-06, 0.000123077, 3.37799e-23
2.13385e-06, 0.000120135, 3.46067e-23
2.15113e-06, 0.000117264, 3.54543e-23
2.16854e-06, 0.000114462, 3.63221e-23
2.1861e-06, 0.000111727, 3.72116e-23
2.2038e-06, 0.000109056, 3.81228e-23
2.22164e-06, 0.00010645, 3.90561e-23
2.23962e-06, 0.000103906, 4.00121e-23
2.25776e-06, 0.000101423, 4.09922e-23
2.27603e-06, 9.89991e-05, 4.19954e-23
2.29446e-06, 9.66331e-05, 4.30238e-23
2.31303e-06, 9.43237e-05, 4.40769e-23
2.33176e-06, 9.20695e-05, 4.51564e-23
2.35064e-06, 8.98692e-05, 4.62621e-23
2.36967e-06, 8.77215e-05, 4.73948e-23
2.38885e-06, 8.56251e-05, 4.8555e-23
2.40819e-06, 8.35788e-05, 4.97438e-23
2.42769e-06, 8.15814e-05, 5.0962e-23
2.44734e-06, 7.96317e-05, 5.22095e-23
2.46715e-06, 7.77286e-05, 5.34876e-23
2.48713e-06, 7.5871e-05, 5.47977e-23
2.50726e-06, 7.40578e-05, 5.6139e-23
2.52756e-06, 7.2288e-05, 5.75136e-23
2.54802e-06, 7.05604e-05, 5.89216e-23
2.56865e-06, 6.88741e-05, 6.03644e-23
2.58944e-06, 6.72281e-05, 6.1842e-23
2.61041e-06, 6.56215e-05, 6.33566e-23
2.63154e-06, 6.40533e-05, 6.49076e-23
2.65284e-06, 6.25225e-05, 6.64965e-23
2.67432e-06, 6.10283e-05, 6.81249e-23
2.69597e-06, 5.95698e-05, 6.97928e-23
2.7178e-06, 5.81462e-05, 7.15019e-23
2.7398e-06, 5.67566e-05, 7.32524e-23
2.76198e-06, 5.54002e-05, 7.50458e-23
2.78434e-06, 5.40763e-05, 7.68832e-23
2.80688e-06, 5.27839e-05, 7.87655e-23
2.82961e-06, 5.15225e-05, 8.06946e-23
2.85251e-06, 5.02912e-05, 8.26696e-23
2.87561e-06, 4.90893e-05, 8.46943e-23
2.89889e-06, 4.79162e-05, 8.6768e-23
2.92235e-06, 4.67711e-05, 8.88916e-23
2.94601e-06, 4.56533e-05, 9.10681e-23
2.96986e-06, 4.45623e-05, 9.32978e-23
2.99391e-06, 4.34973e-05, 9.55828e-23
3.01814e-06, 4.24578e-05, 9.79223e-23
3.04258e-06, 4.14432e-05, 1.0032e-22
3.06721e-06, 4.04528e-05, 1.02776e-22
3.09204e-06, 3.9486e-05, 1.05293e-22
3.11707e-06, 3.85424e-05, 1.0787e-22
3.14231e-06, 3.76213e-05, 1.10512e-22
3.16775e-06, 3.67222e-05, 1.13218e-22
3.19339e-06, 3.58446e-05, 1.15989e-22
3.21924e-06, 3.4988e-05, 1.18829e-22
3.24531e-06, 3.41519e-05, 1.21739e-22
