f, omegaSens, omegaSW
1e-06, 0.00116723, 3.15725e-21
1.0081e-06, 0.00113933, 3.2346e-21
1.01626e-06, 0.0011121, 3.31378e-21
1.02448e-06, 0.00108552, 3.39484e-21
1.03278e-06, 0.00105958, 3.47803e-21
1.04114e-06, 0.00103426, 3.56317e-21
1.04957e-06, 0.00100954, 3.65043e-21
1.05806e-06, 0.000985415, 3.73973e-21
1.06663e-06, 0.000961864, 3.83134e-21
1.07527e-06, 0.000938877, 3.9252e-21
1.08397e-06, 0.000916439, 4.02125e-21
1.09275e-06, 0.000894537, 4.11976e-21
1.10159e-06, 0.000873158, 4.22055e-21
1.11051e-06, 0.000852291, 4.32391e-21
1.1195e-06, 0.000831922, 4.42977e-21
1.12856e-06, 0.00081204, 4.53819e-21
1.1377e-06, 0.000792633, 4.64935e-21
1.14691e-06, 0.00077369, 4.76318e-21
1.1562e-06, 0.0007552, 4.87987e-21
1.16556e-06, 0.000737151, 4.99934e-21
1.17499e-06, 0.000719534, 5.12167e-21
1.1845e-06, 0.000702338, 5.24704e-21
1.19409e-06, 0.000685553, 5.37552e-21
1.20376e-06, 0.000669169, 5.50717e-21
1.21351e-06, 0.000653177, 5.64208e-21
1.22333e-06, 0.000637566, 5.78016e-21
1.23323e-06, 0.000622329, 5.92163e-21
1.24322e-06, 0.000607456, 6.0667e-21
1.25328e-06, 0.000592939, 6.21517e-21
1.26343e-06, 0.000578768, 6.3674e-21
1.27366e-06, 0.000564936, 6.52333e-21
1.28397e-06, 0.000551435, 6.68303e-21
1.29436e-06, 0.000538256, 6.84658e-21
1.30484e-06, 0.000525393, 7.01424e-21
1.31541e-06, 0.000512836, 7.18608e-21
1.32605e-06, 0.00050058, 7.36187e-21
1.33679e-06, 0.000488617, 7.5422e-21
1.34761e-06, 0.00047694, 7.72683e-21
1.35852e-06, 0.000465541, 7.91602e-21
1.36952e-06, 0.000454415, 8.10987e-21
1.38061e-06, 0.000443555, 8.30848e-21
1.39178e-06, 0.000432955, 8.51178e-21
1.40305e-06, 0.000422608, 8.72023e-21
1.41441e-06, 0.000412508, 8.93376e-21
1.42586e-06, 0.000402649, 9.15248e-21
1.4374e-06, 0.000393027, 9.37651e-21
1.44904e-06, 0.000383634, 9.60615e-21
1.46077e-06, 0.000374465, 9.84133e-21
1.4726e-06, 0.000365516, 1.00824e-20
1.48452e-06, 0.000356781, 1.03292e-20
1.49654e-06, 0.000348254, 1.05821e-20
1.50865e-06, 0.000339931, 1.08411e-20
1.52087e-06, 0.000331807, 1.11067e-20
1.53318e-06, 0.000323877, 1.13786e-20
1.54559e-06, 0.000316137, 1.16571e-20
1.5581e-06, 0.000308582, 1.19425e-20
