f, omegaSens, omegaSW
1e-06, 0.00116723, 1.42765e-19
1.0081e-06, 0.00113933, 1.46262e-19
1.01626e-06, 0.0011121, 1.49843e-19
1.02448e-06, 0.00108552, 1.53508e-19
1.03278e-06, 0.00105958, 1.57269e-19
1.04114e-06, 0.00103426, 1.61119e-19
1.04957e-06, 0.00100954, 1.65065e-19
1.05806e-06, 0.000985415, 1.69103e-19
1.06663e-06, 0.000961864, 1.73245e-19
1.07527e-06, 0.000938877, 1.7749e-19
1.08397e-06, 0.000916439, 1.81833e-19
1.09275e-06, 0.000894537, 1.86287e-19
1.10159e-06, 0.000873158, 1.90845e-19
1.11051e-06, 0.000852291, 1.95518e-19
1.1195e-06, 0.000831922, 2.00305e-19
1.12856e-06, 0.00081204, 2.05208e-19
1.1377e-06, 0.000792633, 2.10234e-19
1.14691e-06, 0.00077369, 2.15381e-19
1.1562e-06, 0.0007552, 2.20658e-19
1.16556e-06, 0.000737151, 2.2606e-19
1.17499e-06, 0.000719534, 2.31592e-19
1.1845e-06, 0.000702338, 2.3726e-19
1.19409e-06, 0.000685553, 2.4307e-19
1.20376e-06, 0.000669169, 2.49023e-19
1.21351e-06, 0.000653177, 2.55123e-19
1.22333e-06, 0.000637566, 2.61367e-19
1.23323e-06, 0.000622329, 2.67764e-19
1.24322e-06, 0.000607456, 2.74324e-19
1.25328e-06, 0.000592939, 2.81038e-19
1.26343e-06, 0.000578768, 2.87921e-19
1.27366e-06, 0.000564936, 2.94972e-19
1.28397e-06, 0.000551435, 3.02193e-19
1.29436e-06, 0.000538256, 3.09589e-19
1.30484e-06, 0.000525393, 3.1717e-19
1.31541e-06, 0.000512836, 3.2494e-19
1.32605e-06, 0.00050058, 3.32889e-19
1.33679e-06, 0.000488617, 3.41043e-19
1.34761e-06, 0.00047694, 3.49392e-19
1.35852e-06, 0.000465541, 3.57946e-19
1.36952e-06, 0.000454415, 3.66712e-19
1.38061e-06, 0.000443555, 3.75693e-19
1.39178e-06, 0.000432955, 3.84885e-19
1.40305e-06, 0.000422608, 3.94311e-19
1.41441e-06, 0.000412508, 4.03967e-19
1.42586e-06, 0.000402649, 4.13857e-19
1.4374e-06, 0.000393027, 4.23987e-19
1.44904e-06, 0.000383634, 4.34371e-19
1.46077e-06, 0.000374465, 4.45005e-19
1.4726e-06, 0.000365516, 4.55904e-19
1.48452e-06, 0.000356781, 4.67065e-19
1.49654e-06, 0.000348254, 4.78503e-19
1.50865e-06, 0.000339931, 4.90213e-19
1.52087e-06, 0.000331807, 5.02222e-19
1.53318e-06, 0.000323877, 5.14516e-19
1.54559e-06, 0.000316137, 5.27111e-19
1.5581e-06, 0.000308582, 5.40014e-19
1.57072e-06, 0.000301207, 5.53242e-19
1.58343e-06, 0.000294009, 5.66781e-19
1.59625e-06, 0.000286982, 5.8066e-19
1.60918e-06, 0.000280124, 5.94885e-19
1.6222e-06, 0.000273429, 6.09441e-19
1.63534e-06, 0.000266894, 6.24371e-19
1.64857e-06, 0.000260516, 6.39648e-19
1.66192e-06, 0.00025429, 6.55313e-19
1.67538e-06, 0.000248213, 6.71365e-19
1.68894e-06, 0.000242281, 6.87798e-19
1.70261e-06, 0.000236491, 7.04635e-19
1.7164e-06, 0.000230839, 7.21895e-19
1.73029e-06, 0.000225322, 7.39563e-19
1.7443e-06, 0.000219937, 7.57673e-19
1.75842e-06, 0.000214681, 7.76222e-19
1.77266e-06, 0.00020955, 7.95233e-19
1.78701e-06, 0.000204542, 8.14703e-19
1.80147e-06, 0.000199654, 8.3464e-19
1.81606e-06, 0.000194883, 8.55084e-19
1.83076e-06, 0.000190225, 8.76016e-19
1.84558e-06, 0.000185679, 8.97463e-19
1.86052e-06, 0.000181242, 9.19435e-19
1.87558e-06, 0.00017691, 9.41943e-19
1.89077e-06, 0.000172682, 9.65015e-19
1.90608e-06, 0.000168555, 9.88647e-19
1.92151e-06, 0.000164527, 1.01285e-18
1.93706e-06, 0.000160595, 1.03764e-18
1.95274e-06, 0.000156757, 1.06304e-18
1.96855e-06, 0.000153011, 1.08907e-18
1.98449e-06, 0.000149354, 1.11574e-18
2.00056e-06, 0.000145785, 1.14307e-18
2.01675e-06, 0.000142301, 1.17104e-18
2.03308e-06, 0.0001389, 1.19972e-18
2.04954e-06, 0.00013558, 1.2291e-18
2.06613e-06, 0.00013234, 1.25919e-18
2.08286e-06, 0.000129177, 1.29002e-18
2.09972e-06, 0.00012609, 1.3216e-18
2.11672e-06, 0.000123077, 1.35396e-18
2.13385e-06, 0.000120135, 1.3871e-18
2.15113e-06, 0.000117264, 1.42107e-18
2.16854e-06, 0.000114462, 1.45586e-18
2.1861e-06, 0.000111727, 1.49151e-18
2.2038e-06, 0.000109056, 1.52803e-18
2.22164e-06, 0.00010645, 1.56544e-18
2.23962e-06, 0.000103906, 1.60376e-18
2.25776e-06, 0.000101423, 1.64304e-18
2.27603e-06, 9.89991e-05, 1.68325e-18
2.29446e-06, 9.66331e-05, 1.72448e-18
2.31303e-06, 9.43237e-05, 1.76669e-18
2.33176e-06, 9.20695e-05, 1.80995e-18
2.35064e-06, 8.98692e-05, 1.85427e-18
2.36967e-06, 8.77215e-05, 1.89967e-18
2.38885e-06, 8.56251e-05, 1.94618e-18
2.40819e-06, 8.35788e-05, 1.99383e-18
2.42769e-06, 8.15814e-05, 2.04265e-18
2.44734e-06, 7.96317e-05, 2.09266e-18
2.46715e-06, 7.77286e-05, 2.14389e-18
2.48713e-06, 7.5871e-05, 2.19639e-18
2.50726e-06, 7.40578e-05, 2.25016e-18
2.52756e-06, 7.2288e-05, 2.30526e-18
2.54802e-06, 7.05604e-05, 2.36169e-18
2.56865e-06, 6.88741e-05, 2.41952e-18
2.58944e-06, 6.72281e-05, 2.47874e-18
2.61041e-06, 6.56215e-05, 2.53945e-18
2.63154e-06, 6.40533e-05, 2.60162e-18
2.65284e-06, 6.25225e-05, 2.66531e-18
2.67432e-06, 6.10283e-05, 2.73057e-18
2.69597e-06, 5.95698e-05, 2.79743e-18
2.7178e-06, 5.81462e-05, 2.86593e-18
2.7398e-06, 5.67566e-05, 2.93609e-18
2.76198e-06, 5.54002e-05, 3.00798e-18
2.78434e-06, 5.40763e-05, 3.08163e-18
2.80688e-06, 5.27839e-05, 3.15707e-18
2.82961e-06, 5.15225e-05, 3.23439e-18
2.85251e-06, 5.02912e-05, 3.31355e-18
2.87561e-06, 4.90893e-05, 3.39471e-18
2.89889e-06, 4.79162e-05, 3.47782e-18
2.92235e-06, 4.67711e-05, 3.56294e-18
2.94601e-06, 4.56533e-05, 3.65018e-18
2.96986e-06, 4.45623e-05, 3.73955e-18
2.99391e-06, 4.34973e-05, 3.83114e-18
3.01814e-06, 4.24578e-05, 3.92491e-18
3.04258e-06, 4.14432e-05, 4.02103e-18
3.06721e-06, 4.04528e-05, 4.11947e-18
3.09204e-06, 3.9486e-05, 4.22033e-18
3.11707e-06, 3.85424e-05, 4.32365e-18
3.14231e-06, 3.76213e-05, 4.42953e-18
3.16775e-06, 3.67222e-05, 4.53799e-18
3.19339e-06, 3.58446e-05, 4.64907e-18
3.21924e-06, 3.4988e-05, 4.76289e-18
3.24531e-06, 3.41519e-05, 4.87954e-18
3.27158e-06, 3.33357e-05, 4.99899e-18
3.29806e-06, 3.25391e-05, 5.12136e-18
3.32476e-06, 3.17614e-05, 5.24675e-18
3.35168e-06, 3.10024e-05, 5.37523e-18
3.37881e-06, 3.02615e-05, 5.50681e-18
3.40617e-06, 2.95383e-05, 5.64167e-18
3.43374e-06, 2.88324e-05, 5.77977e-18
3.46154e-06, 2.81434e-05, 5.92129e-18
3.48957e-06, 2.74708e-05, 6.0663e-18
