f, omegaSens, omegaSW
1e-06, 0.00116723, 9.07196e-28
1.0081e-06, 0.00113933, 9.2942e-28
1.01626e-06, 0.0011121, 9.52172e-28
1.02448e-06, 0.00108552, 9.75464e-28
1.03278e-06, 0.00105958, 9.99366e-28
1.04114e-06, 0.00103426, 1.02383e-27
1.04957e-06, 0.00100954, 1.0489e-27
1.05806e-06, 0.000985415, 1.07456e-27
1.06663e-06, 0.000961864, 1.10089e-27
1.07527e-06, 0.000938877, 1.12786e-27
1.08397e-06, 0.000916439, 1.15545e-27
1.09275e-06, 0.000894537, 1.18376e-27
1.10159e-06, 0.000873158, 1.21272e-27
1.11051e-06, 0.000852291, 1.24242e-27
1.1195e-06, 0.000831922, 1.27284e-27
1.12856e-06, 0.00081204, 1.30399e-27
1.1377e-06, 0.000792633, 1.33593e-27
1.14691e-06, 0.00077369, 1.36864e-27
1.1562e-06, 0.0007552, 1.40217e-27
1.16556e-06, 0.000737151, 1.4365e-27
1.17499e-06, 0.000719534, 1.47165e-27
1.1845e-06, 0.000702338, 1.50767e-27
1.19409e-06, 0.000685553, 1.54458e-27
1.20376e-06, 0.000669169, 1.58241e-27
1.21351e-06, 0.000653177, 1.62118e-27
1.22333e-06, 0.000637566, 1.66085e-27
1.23323e-06, 0.000622329, 1.7015e-27
1.24322e-06, 0.000607456, 1.74319e-27
1.25328e-06, 0.000592939, 1.78585e-27
1.26343e-06, 0.000578768, 1.82959e-27
1.27366e-06, 0.000564936, 1.87439e-27
1.28397e-06, 0.000551435, 1.92028e-27
1.29436e-06, 0.000538256, 1.96728e-27
1.30484e-06, 0.000525393, 2.01545e-27
1.31541e-06, 0.000512836, 2.06483e-27
1.32605e-06, 0.00050058, 2.11534e-27
1.33679e-06, 0.000488617, 2.16715e-27
1.34761e-06, 0.00047694, 2.2202e-27
1.35852e-06, 0.000465541, 2.27456e-27
1.36952e-06, 0.000454415, 2.33026e-27
1.38061e-06, 0.000443555, 2.38733e-27
1.39178e-06, 0.000432955, 2.44575e-27
1.40305e-06, 0.000422608, 2.50564e-27
1.41441e-06, 0.000412508, 2.567e-27
1.42586e-06, 0.000402649, 2.62985e-27
1.4374e-06, 0.000393027, 2.69422e-27
1.44904e-06, 0.000383634, 2.7602e-27
1.46077e-06, 0.000374465, 2.82778e-27
1.4726e-06, 0.000365516, 2.89704e-27
1.48452e-06, 0.000356781, 2.96796e-27
1.49654e-06, 0.000348254, 3.04064e-27
1.50865e-06, 0.000339931, 3.11505e-27
1.52087e-06, 0.000331807, 3.19136e-27
1.53318e-06, 0.000323877, 3.26948e-27
1.54559e-06, 0.000316137, 3.34952e-27
1.5581e-06, 0.000308582, 3.43151e-27
1.57072e-06, 0.000301207, 3.51557e-27
