f, omegaSens, omegaSW
1e-06, 0.00116723, 2.16812e-20
1.0081e-06, 0.00113933, 2.22123e-20
1.01626e-06, 0.0011121, 2.27561e-20
1.02448e-06, 0.00108552, 2.33127e-20
1.03278e-06, 0.00105958, 2.38839e-20
1.04114e-06, 0.00103426, 2.44686e-20
1.04957e-06, 0.00100954, 2.50678e-20
1.05806e-06, 0.000985415, 2.56811e-20
1.06663e-06, 0.000961864, 2.63102e-20
1.07527e-06, 0.000938877, 2.69547e-20
1.08397e-06, 0.000916439, 2.76143e-20
1.09275e-06, 0.000894537, 2.82908e-20
1.10159e-06, 0.000873158, 2.89829e-20
1.11051e-06, 0.000852291, 2.96927e-20
1.1195e-06, 0.000831922, 3.04197e-20
1.12856e-06, 0.00081204, 3.11642e-20
1.1377e-06, 0.000792633, 3.19275e-20
1.14691e-06, 0.00077369, 3.27092e-20
1.1562e-06, 0.0007552, 3.35105e-20
1.16556e-06, 0.000737151, 3.4331e-20
1.17499e-06, 0.000719534, 3.5171e-20
1.1845e-06, 0.000702338, 3.60319e-20
1.19409e-06, 0.000685553, 3.69142e-20
1.20376e-06, 0.000669169, 3.78183e-20
1.21351e-06, 0.000653177, 3.87447e-20
1.22333e-06, 0.000637566, 3.96929e-20
1.23323e-06, 0.000622329, 4.06644e-20
1.24322e-06, 0.000607456, 4.16606e-20
1.25328e-06, 0.000592939, 4.26802e-20
1.26343e-06, 0.000578768, 4.37256e-20
1.27366e-06, 0.000564936, 4.47963e-20
1.28397e-06, 0.000551435, 4.5893e-20
1.29436e-06, 0.000538256, 4.70161e-20
1.30484e-06, 0.000525393, 4.81674e-20
1.31541e-06, 0.000512836, 4.93475e-20
1.32605e-06, 0.00050058, 5.05547e-20
1.33679e-06, 0.000488617, 5.1793e-20
1.34761e-06, 0.00047694, 5.30609e-20
1.35852e-06, 0.000465541, 5.436e-20
1.36952e-06, 0.000454415, 5.56912e-20
1.38061e-06, 0.000443555, 5.70551e-20
1.39178e-06, 0.000432955, 5.84512e-20
1.40305e-06, 0.000422608, 5.98826e-20
1.41441e-06, 0.000412508, 6.1349e-20
1.42586e-06, 0.000402649, 6.2851e-20
1.4374e-06, 0.000393027, 6.43894e-20
1.44904e-06, 0.000383634, 6.59663e-20
1.46077e-06, 0.000374465, 6.75813e-20
1.4726e-06, 0.000365516, 6.92366e-20
1.48452e-06, 0.000356781, 7.09315e-20
1.49654e-06, 0.000348254, 7.26685e-20
1.50865e-06, 0.000339931, 7.44469e-20
1.52087e-06, 0.000331807, 7.62706e-20
1.53318e-06, 0.000323877, 7.81377e-20
1.54559e-06, 0.000316137, 8.00505e-20
1.5581e-06, 0.000308582, 8.201e-20
1.57072e-06, 0.000301207, 8.40189e-20
1.58343e-06, 0.000294009, 8.60751e-20
1.59625e-06, 0.000286982, 8.81827e-20
1.60918e-06, 0.000280124, 9.0343e-20
1.6222e-06, 0.000273429, 9.25537e-20
1.63534e-06, 0.000266894, 9.48211e-20
1.64857e-06, 0.000260516, 9.7141e-20
1.66192e-06, 0.00025429, 9.95201e-20
1.67538e-06, 0.000248213, 1.01958e-19
1.68894e-06, 0.000242281, 1.04454e-19
1.70261e-06, 0.000236491, 1.0701e-19
1.7164e-06, 0.000230839, 1.09632e-19
1.73029e-06, 0.000225322, 1.12315e-19
1.7443e-06, 0.000219937, 1.15065e-19
1.75842e-06, 0.000214681, 1.17882e-19
1.77266e-06, 0.00020955, 1.20769e-19
1.78701e-06, 0.000204542, 1.23726e-19
1.80147e-06, 0.000199654, 1.26754e-19
1.81606e-06, 0.000194883, 1.29859e-19
1.83076e-06, 0.000190225, 1.33038e-19
1.84558e-06, 0.000185679, 1.36295e-19
1.86052e-06, 0.000181242, 1.39631e-19
1.87558e-06, 0.00017691, 1.4305e-19
1.89077e-06, 0.000172682, 1.46553e-19
1.90608e-06, 0.000168555, 1.50142e-19
1.92151e-06, 0.000164527, 1.53818e-19
1.93706e-06, 0.000160595, 1.57583e-19
1.95274e-06, 0.000156757, 1.61441e-19
1.96855e-06, 0.000153011, 1.65394e-19
1.98449e-06, 0.000149354, 1.69444e-19
2.00056e-06, 0.000145785, 1.73594e-19
2.01675e-06, 0.000142301, 1.77842e-19
2.03308e-06, 0.0001389, 1.82198e-19
2.04954e-06, 0.00013558, 1.86659e-19
2.06613e-06, 0.00013234, 1.91228e-19
2.08286e-06, 0.000129177, 1.95911e-19
2.09972e-06, 0.00012609, 2.00707e-19
2.11672e-06, 0.000123077, 2.05622e-19
2.13385e-06, 0.000120135, 2.10654e-19
2.15113e-06, 0.000117264, 2.15813e-19
2.16854e-06, 0.000114462, 2.21096e-19
2.1861e-06, 0.000111727, 2.26511e-19
2.2038e-06, 0.000109056, 2.32057e-19
2.22164e-06, 0.00010645, 2.37738e-19
2.23962e-06, 0.000103906, 2.43557e-19
2.25776e-06, 0.000101423, 2.49523e-19
2.27603e-06, 9.89991e-05, 2.5563e-19
2.29446e-06, 9.66331e-05, 2.6189e-19
2.31303e-06, 9.43237e-05, 2.683e-19
2.33176e-06, 9.20695e-05, 2.74871e-19
2.35064e-06, 8.98692e-05, 2.81602e-19
2.36967e-06, 8.77215e-05, 2.88497e-19
2.38885e-06, 8.56251e-05, 2.95559e-19
2.40819e-06, 8.35788e-05, 3.02795e-19
2.42769e-06, 8.15814e-05, 3.10211e-19
2.44734e-06, 7.96317e-05, 3.17804e-19
2.46715e-06, 7.77286e-05, 3.25584e-19
2.48713e-06, 7.5871e-05, 3.33559e-19
2.50726e-06, 7.40578e-05, 3.41723e-19
2.52756e-06, 7.2288e-05, 3.50091e-19
2.54802e-06, 7.05604e-05, 3.58662e-19
2.56865e-06, 6.88741e-05, 3.67444e-19
2.58944e-06, 6.72281e-05, 3.76438e-19
2.61041e-06, 6.56215e-05, 3.85658e-19
2.63154e-06, 6.40533e-05, 3.95099e-19
2.65284e-06, 6.25225e-05, 4.04771e-19
2.67432e-06, 6.10283e-05, 4.14683e-19
2.69597e-06, 5.95698e-05, 4.24835e-19
2.7178e-06, 5.81462e-05, 4.35239e-19
2.7398e-06, 5.67566e-05, 4.45894e-19
2.76198e-06, 5.54002e-05, 4.56811e-19
2.78434e-06, 5.40763e-05, 4.67996e-19
2.80688e-06, 5.27839e-05, 4.79453e-19
2.82961e-06, 5.15225e-05, 4.91196e-19
2.85251e-06, 5.02912e-05, 5.03218e-19
2.87561e-06, 4.90893e-05, 5.15542e-19
2.89889e-06, 4.79162e-05, 5.28165e-19
2.92235e-06, 4.67711e-05, 5.41092e-19
2.94601e-06, 4.56533e-05, 5.5434e-19
2.96986e-06, 4.45623e-05, 5.67913e-19
2.99391e-06, 4.34973e-05, 5.81822e-19
3.01814e-06, 4.24578e-05, 5.96062e-19
3.04258e-06, 4.14432e-05, 6.1066e-19
3.06721e-06, 4.04528e-05, 6.2561e-19
3.09204e-06, 3.9486e-05, 6.40927e-19
3.11707e-06, 3.85424e-05, 6.56617e-19
3.14231e-06, 3.76213e-05, 6.72697e-19
3.16775e-06, 3.67222e-05, 6.89168e-19
3.19339e-06, 3.58446e-05, 7.06038e-19
3.21924e-06, 3.4988e-05, 7.23323e-19
3.24531e-06, 3.41519e-05, 7.41038e-19
3.27158e-06, 3.33357e-05, 7.59179e-19
3.29806e-06, 3.25391e-05, 7.77763e-19
3.32476e-06, 3.17614e-05, 7.96805e-19
3.35168e-06, 3.10024e-05, 8.16317e-19
3.37881e-06, 3.02615e-05, 8.363e-19
3.40617e-06, 2.95383e-05, 8.56781e-19
3.43374e-06, 2.88324e-05, 8.77754e-19
3.46154e-06, 2.81434e-05, 8.99246e-19
3.48957e-06, 2.74708e-05, 9.21268e-19
3.51782e-06, 2.68143e-05, 9.43823e-19
3.5463e-06, 2.61735e-05, 9.66932e-19
3.575e-06, 2.5548e-05, 9.90598e-19
3.60395e-06, 2.49375e-05, 1.01486e-18
3.63312e-06, 2.43415e-05, 1.0397e-18
3.66254e-06, 2.37598e-05, 1.06516e-18
3.69219e-06, 2.3192e-05, 1.09124e-18
3.72208e-06, 2.26378e-05, 1.11796e-18
3.75221e-06, 2.20968e-05, 1.14533e-18
3.78259e-06, 2.15687e-05, 1.17337e-18
3.81321e-06, 2.10533e-05, 1.2021e-18
3.84408e-06, 2.05502e-05, 1.23153e-18
3.8752e-06, 2.00591e-05, 1.26168e-18
3.90657e-06, 1.95797e-05, 1.29257e-18
3.9382e-06, 1.91118e-05, 1.32422e-18
3.97008e-06, 1.86551e-05, 1.35664e-18
4.00222e-06, 1.82093e-05, 1.38985e-18
4.03462e-06, 1.77741e-05, 1.42388e-18
4.06729e-06, 1.73494e-05, 1.45875e-18
4.10021e-06, 1.69348e-05, 1.49446e-18
4.13341e-06, 1.65301e-05, 1.53105e-18
4.16687e-06, 1.6135e-05, 1.56853e-18
4.2006e-06, 1.57495e-05, 1.60693e-18
4.23461e-06, 1.53731e-05, 1.64628e-18
