f, omegaSens, omegaSW
1e-06, 0.00116723, 2.52219e-19
1.0081e-06, 0.00113933, 2.58398e-19
1.01626e-06, 0.0011121, 2.64723e-19
1.02448e-06, 0.00108552, 2.71199e-19
1.03278e-06, 0.00105958, 2.77844e-19
1.04114e-06, 0.00103426, 2.84646e-19
1.04957e-06, 0.00100954, 2.91616e-19
1.05806e-06, 0.000985415, 2.9875e-19
1.06663e-06, 0.000961864, 3.06069e-19
1.07527e-06, 0.000938877, 3.13567e-19
1.08397e-06, 0.000916439, 3.2124e-19
1.09275e-06, 0.000894537, 3.29109e-19
1.10159e-06, 0.000873158, 3.37161e-19
1.11051e-06, 0.000852291, 3.45418e-19
1.1195e-06, 0.000831922, 3.53875e-19
1.12856e-06, 0.00081204, 3.62536e-19
1.1377e-06, 0.000792633, 3.71416e-19
1.14691e-06, 0.00077369, 3.80509e-19
1.1562e-06, 0.0007552, 3.89831e-19
1.16556e-06, 0.000737151, 3.99375e-19
1.17499e-06, 0.000719534, 4.09147e-19
1.1845e-06, 0.000702338, 4.19163e-19
1.19409e-06, 0.000685553, 4.29426e-19
1.20376e-06, 0.000669169, 4.39944e-19
1.21351e-06, 0.000653177, 4.5072e-19
1.22333e-06, 0.000637566, 4.61751e-19
1.23323e-06, 0.000622329, 4.73053e-19
1.24322e-06, 0.000607456, 4.84642e-19
1.25328e-06, 0.000592939, 4.96502e-19
1.26343e-06, 0.000578768, 5.08663e-19
1.27366e-06, 0.000564936, 5.2112e-19
1.28397e-06, 0.000551435, 5.33877e-19
1.29436e-06, 0.000538256, 5.46943e-19
1.30484e-06, 0.000525393, 5.60336e-19
1.31541e-06, 0.000512836, 5.74064e-19
1.32605e-06, 0.00050058, 5.88107e-19
1.33679e-06, 0.000488617, 6.02513e-19
1.34761e-06, 0.00047694, 6.17262e-19
1.35852e-06, 0.000465541, 6.32375e-19
1.36952e-06, 0.000454415, 6.47861e-19
1.38061e-06, 0.000443555, 6.63727e-19
1.39178e-06, 0.000432955, 6.79968e-19
1.40305e-06, 0.000422608, 6.9662e-19
1.41441e-06, 0.000412508, 7.13678e-19
1.42586e-06, 0.000402649, 7.31151e-19
1.4374e-06, 0.000393027, 7.49047e-19
1.44904e-06, 0.000383634, 7.67392e-19
1.46077e-06, 0.000374465, 7.8618e-19
1.4726e-06, 0.000365516, 8.05435e-19
1.48452e-06, 0.000356781, 8.25153e-19
1.49654e-06, 0.000348254, 8.45359e-19
1.50865e-06, 0.000339931, 8.66047e-19
1.52087e-06, 0.000331807, 8.87263e-19
1.53318e-06, 0.000323877, 9.08982e-19
1.54559e-06, 0.000316137, 9.31234e-19
1.5581e-06, 0.000308582, 9.5403e-19
1.57072e-06, 0.000301207, 9.77399e-19
1.58343e-06, 0.000294009, 1.00132e-18
1.59625e-06, 0.000286982, 1.02584e-18
1.60918e-06, 0.000280124, 1.05097e-18
1.6222e-06, 0.000273429, 1.07669e-18
1.63534e-06, 0.000266894, 1.10306e-18
1.64857e-06, 0.000260516, 1.13005e-18
1.66192e-06, 0.00025429, 1.15773e-18
1.67538e-06, 0.000248213, 1.18608e-18
1.68894e-06, 0.000242281, 1.21512e-18
1.70261e-06, 0.000236491, 1.24486e-18
1.7164e-06, 0.000230839, 1.27535e-18
1.73029e-06, 0.000225322, 1.30657e-18
1.7443e-06, 0.000219937, 1.33856e-18
1.75842e-06, 0.000214681, 1.37133e-18
1.77266e-06, 0.00020955, 1.40492e-18
1.78701e-06, 0.000204542, 1.43931e-18
1.80147e-06, 0.000199654, 1.47454e-18
1.81606e-06, 0.000194883, 1.51065e-18
1.83076e-06, 0.000190225, 1.54764e-18
1.84558e-06, 0.000185679, 1.58552e-18
1.86052e-06, 0.000181242, 1.62434e-18
1.87558e-06, 0.00017691, 1.66411e-18
1.89077e-06, 0.000172682, 1.70487e-18
1.90608e-06, 0.000168555, 1.74662e-18
1.92151e-06, 0.000164527, 1.78938e-18
1.93706e-06, 0.000160595, 1.83317e-18
1.95274e-06, 0.000156757, 1.87805e-18
1.96855e-06, 0.000153011, 1.92404e-18
1.98449e-06, 0.000149354, 1.97115e-18
2.00056e-06, 0.000145785, 2.01943e-18
2.01675e-06, 0.000142301, 2.06885e-18
2.03308e-06, 0.0001389, 2.11952e-18
2.04954e-06, 0.00013558, 2.17141e-18
2.06613e-06, 0.00013234, 2.22457e-18
2.08286e-06, 0.000129177, 2.27905e-18
2.09972e-06, 0.00012609, 2.33484e-18
2.11672e-06, 0.000123077, 2.39201e-18
2.13385e-06, 0.000120135, 2.45056e-18
2.15113e-06, 0.000117264, 2.51057e-18
2.16854e-06, 0.000114462, 2.57202e-18
2.1861e-06, 0.000111727, 2.63501e-18
2.2038e-06, 0.000109056, 2.69953e-18
2.22164e-06, 0.00010645, 2.76563e-18
2.23962e-06, 0.000103906, 2.83332e-18
2.25776e-06, 0.000101423, 2.90272e-18
2.27603e-06, 9.89991e-05, 2.97376e-18
2.29446e-06, 9.66331e-05, 3.04658e-18
2.31303e-06, 9.43237e-05, 3.12116e-18
2.33176e-06, 9.20695e-05, 3.19759e-18
2.35064e-06, 8.98692e-05, 3.27589e-18
2.36967e-06, 8.77215e-05, 3.3561e-18
2.38885e-06, 8.56251e-05, 3.43825e-18
2.40819e-06, 8.35788e-05, 3.52244e-18
2.42769e-06, 8.15814e-05, 3.6087e-18
2.44734e-06, 7.96317e-05, 3.69704e-18
2.46715e-06, 7.77286e-05, 3.78754e-18
2.48713e-06, 7.5871e-05, 3.88031e-18
2.50726e-06, 7.40578e-05, 3.97529e-18
2.52756e-06, 7.2288e-05, 4.07263e-18
2.54802e-06, 7.05604e-05, 4.17233e-18
2.56865e-06, 6.88741e-05, 4.27449e-18
2.58944e-06, 6.72281e-05, 4.37912e-18
2.61041e-06, 6.56215e-05, 4.48638e-18
2.63154e-06, 6.40533e-05, 4.59621e-18
2.65284e-06, 6.25225e-05, 4.70872e-18
2.67432e-06, 6.10283e-05, 4.82402e-18
2.69597e-06, 5.95698e-05, 4.94213e-18
2.7178e-06, 5.81462e-05, 5.06316e-18
2.7398e-06, 5.67566e-05, 5.18711e-18
2.76198e-06, 5.54002e-05, 5.3141e-18
2.78434e-06, 5.40763e-05, 5.44421e-18
2.80688e-06, 5.27839e-05, 5.5775e-18
2.82961e-06, 5.15225e-05, 5.7141e-18
2.85251e-06, 5.02912e-05, 5.85395e-18
2.87561e-06, 4.90893e-05, 5.99732e-18
2.89889e-06, 4.79162e-05, 6.14416e-18
2.92235e-06, 4.67711e-05, 6.29454e-18
2.94601e-06, 4.56533e-05, 6.44866e-18
2.96986e-06, 4.45623e-05, 6.60655e-18
2.99391e-06, 4.34973e-05, 6.76835e-18
3.01814e-06, 4.24578e-05, 6.93401e-18
3.04258e-06, 4.14432e-05, 7.10382e-18
3.06721e-06, 4.04528e-05, 7.27774e-18
3.09204e-06, 3.9486e-05, 7.45592e-18
3.11707e-06, 3.85424e-05, 7.63845e-18
3.14231e-06, 3.76213e-05, 7.82551e-18
3.16775e-06, 3.67222e-05, 8.01711e-18
3.19339e-06, 3.58446e-05, 8.21336e-18
3.21924e-06, 3.4988e-05, 8.41443e-18
3.24531e-06, 3.41519e-05, 8.62051e-18
3.27158e-06, 3.33357e-05, 8.83155e-18
3.29806e-06, 3.25391e-05, 9.04773e-18
3.32476e-06, 3.17614e-05, 9.26925e-18
3.35168e-06, 3.10024e-05, 9.49623e-18
3.37881e-06, 3.02615e-05, 9.72869e-18
3.40617e-06, 2.95383e-05, 9.96694e-18
3.43374e-06, 2.88324e-05, 1.02109e-17
3.46154e-06, 2.81434e-05, 1.04609e-17
3.48957e-06, 2.74708e-05, 1.07171e-17
3.51782e-06, 2.68143e-05, 1.09795e-17
3.5463e-06, 2.61735e-05, 1.12483e-17
3.575e-06, 2.5548e-05, 1.15236e-17
