f, omegaSens, omegaSW
1e-06, 0.00116723, 9.88142e-20
1.0081e-06, 0.00113933, 1.01235e-19
1.01626e-06, 0.0011121, 1.03713e-19
1.02448e-06, 0.00108552, 1.0625e-19
1.03278e-06, 0.00105958, 1.08854e-19
1.04114e-06, 0.00103426, 1.11518e-19
1.04957e-06, 0.00100954, 1.14249e-19
1.05806e-06, 0.000985415, 1.17044e-19
1.06663e-06, 0.000961864, 1.19911e-19
1.07527e-06, 0.000938877, 1.22849e-19
1.08397e-06, 0.000916439, 1.25855e-19
1.09275e-06, 0.000894537, 1.28938e-19
1.10159e-06, 0.000873158, 1.32093e-19
1.11051e-06, 0.000852291, 1.35328e-19
1.1195e-06, 0.000831922, 1.38641e-19
1.12856e-06, 0.00081204, 1.42034e-19
1.1377e-06, 0.000792633, 1.45513e-19
1.14691e-06, 0.00077369, 1.49076e-19
1.1562e-06, 0.0007552, 1.52728e-19
1.16556e-06, 0.000737151, 1.56467e-19
1.17499e-06, 0.000719534, 1.60296e-19
1.1845e-06, 0.000702338, 1.64219e-19
1.19409e-06, 0.000685553, 1.6824e-19
1.20376e-06, 0.000669169, 1.72361e-19
1.21351e-06, 0.000653177, 1.76583e-19
1.22333e-06, 0.000637566, 1.80905e-19
1.23323e-06, 0.000622329, 1.85332e-19
1.24322e-06, 0.000607456, 1.89873e-19
1.25328e-06, 0.000592939, 1.94519e-19
1.26343e-06, 0.000578768, 1.99284e-19
1.27366e-06, 0.000564936, 2.04164e-19
1.28397e-06, 0.000551435, 2.09162e-19
1.29436e-06, 0.000538256, 2.14281e-19
1.30484e-06, 0.000525393, 2.19528e-19
1.31541e-06, 0.000512836, 2.24906e-19
1.32605e-06, 0.00050058, 2.30408e-19
1.33679e-06, 0.000488617, 2.36052e-19
1.34761e-06, 0.00047694, 2.4183e-19
1.35852e-06, 0.000465541, 2.47752e-19
1.36952e-06, 0.000454415, 2.53819e-19
1.38061e-06, 0.000443555, 2.60035e-19
1.39178e-06, 0.000432955, 2.66397e-19
1.40305e-06, 0.000422608, 2.72921e-19
1.41441e-06, 0.000412508, 2.79604e-19
1.42586e-06, 0.000402649, 2.8645e-19
1.4374e-06, 0.000393027, 2.93461e-19
1.44904e-06, 0.000383634, 3.00649e-19
1.46077e-06, 0.000374465, 3.08009e-19
1.4726e-06, 0.000365516, 3.15553e-19
1.48452e-06, 0.000356781, 3.23278e-19
1.49654e-06, 0.000348254, 3.31194e-19
1.50865e-06, 0.000339931, 3.393e-19
1.52087e-06, 0.000331807, 3.47611e-19
1.53318e-06, 0.000323877, 3.56121e-19
1.54559e-06, 0.000316137, 3.64838e-19
1.5581e-06, 0.000308582, 3.73769e-19
1.57072e-06, 0.000301207, 3.82925e-19
1.58343e-06, 0.000294009, 3.92296e-19
1.59625e-06, 0.000286982, 4.01902e-19
1.60918e-06, 0.000280124, 4.11748e-19
1.6222e-06, 0.000273429, 4.21823e-19
1.63534e-06, 0.000266894, 4.32157e-19
1.64857e-06, 0.000260516, 4.4273e-19
1.66192e-06, 0.00025429, 4.53573e-19
1.67538e-06, 0.000248213, 4.64683e-19
1.68894e-06, 0.000242281, 4.76058e-19
1.70261e-06, 0.000236491, 4.87711e-19
1.7164e-06, 0.000230839, 4.99657e-19
1.73029e-06, 0.000225322, 5.11886e-19
1.7443e-06, 0.000219937, 5.24421e-19
1.75842e-06, 0.000214681, 5.3726e-19
1.77266e-06, 0.00020955, 5.50418e-19
1.78701e-06, 0.000204542, 5.63894e-19
1.80147e-06, 0.000199654, 5.77693e-19
1.81606e-06, 0.000194883, 5.91843e-19
1.83076e-06, 0.000190225, 6.06332e-19
1.84558e-06, 0.000185679, 6.21176e-19
1.86052e-06, 0.000181242, 6.36384e-19
1.87558e-06, 0.00017691, 6.51963e-19
1.89077e-06, 0.000172682, 6.67932e-19
1.90608e-06, 0.000168555, 6.84288e-19
1.92151e-06, 0.000164527, 7.01041e-19
1.93706e-06, 0.000160595, 7.18199e-19
1.95274e-06, 0.000156757, 7.35781e-19
1.96855e-06, 0.000153011, 7.53798e-19
1.98449e-06, 0.000149354, 7.72257e-19
2.00056e-06, 0.000145785, 7.9117e-19
2.01675e-06, 0.000142301, 8.10534e-19
2.03308e-06, 0.0001389, 8.30383e-19
2.04954e-06, 0.00013558, 8.50715e-19
2.06613e-06, 0.00013234, 8.71541e-19
2.08286e-06, 0.000129177, 8.92884e-19
2.09972e-06, 0.00012609, 9.14743e-19
2.11672e-06, 0.000123077, 9.37141e-19
2.13385e-06, 0.000120135, 9.60077e-19
2.15113e-06, 0.000117264, 9.83591e-19
2.16854e-06, 0.000114462, 1.00767e-18
2.1861e-06, 0.000111727, 1.03234e-18
2.2038e-06, 0.000109056, 1.05762e-18
2.22164e-06, 0.00010645, 1.08352e-18
2.23962e-06, 0.000103906, 1.11004e-18
2.25776e-06, 0.000101423, 1.13723e-18
2.27603e-06, 9.89991e-05, 1.16506e-18
2.29446e-06, 9.66331e-05, 1.19359e-18
2.31303e-06, 9.43237e-05, 1.2228e-18
2.33176e-06, 9.20695e-05, 1.25275e-18
2.35064e-06, 8.98692e-05, 1.28343e-18
2.36967e-06, 8.77215e-05, 1.31485e-18
2.38885e-06, 8.56251e-05, 1.34704e-18
2.40819e-06, 8.35788e-05, 1.38002e-18
2.42769e-06, 8.15814e-05, 1.41381e-18
2.44734e-06, 7.96317e-05, 1.44842e-18
2.46715e-06, 7.77286e-05, 1.48388e-18
2.48713e-06, 7.5871e-05, 1.52022e-18
2.50726e-06, 7.40578e-05, 1.55744e-18
2.52756e-06, 7.2288e-05, 1.59557e-18
2.54802e-06, 7.05604e-05, 1.63463e-18
2.56865e-06, 6.88741e-05, 1.67466e-18
2.58944e-06, 6.72281e-05, 1.71565e-18
2.61041e-06, 6.56215e-05, 1.75767e-18
2.63154e-06, 6.40533e-05, 1.8007e-18
2.65284e-06, 6.25225e-05, 1.84478e-18
2.67432e-06, 6.10283e-05, 1.88995e-18
2.69597e-06, 5.95698e-05, 1.93623e-18
2.7178e-06, 5.81462e-05, 1.98364e-18
2.7398e-06, 5.67566e-05, 2.0322e-18
2.76198e-06, 5.54002e-05, 2.08196e-18
2.78434e-06, 5.40763e-05, 2.13293e-18
2.80688e-06, 5.27839e-05, 2.18515e-18
2.82961e-06, 5.15225e-05, 2.23867e-18
2.85251e-06, 5.02912e-05, 2.29346e-18
2.87561e-06, 4.90893e-05, 2.34963e-18
2.89889e-06, 4.79162e-05, 2.40716e-18
2.92235e-06, 4.67711e-05, 2.46607e-18
2.94601e-06, 4.56533e-05, 2.52645e-18
2.96986e-06, 4.45623e-05, 2.58831e-18
2.99391e-06, 4.34973e-05, 2.6517e-18
3.01814e-06, 4.24578e-05, 2.7166e-18
3.04258e-06, 4.14432e-05, 2.78313e-18
3.06721e-06, 4.04528e-05, 2.85127e-18
3.09204e-06, 3.9486e-05, 2.92108e-18
3.11707e-06, 3.85424e-05, 2.99259e-18
3.14231e-06, 3.76213e-05, 3.06587e-18
3.16775e-06, 3.67222e-05, 3.14094e-18
3.19339e-06, 3.58446e-05, 3.21782e-18
3.21924e-06, 3.4988e-05, 3.2966e-18
3.24531e-06, 3.41519e-05, 3.37734e-18
3.27158e-06, 3.33357e-05, 3.46002e-18
3.29806e-06, 3.25391e-05, 3.54471e-18
3.32476e-06, 3.17614e-05, 3.6315e-18
3.35168e-06, 3.10024e-05, 3.72043e-18
3.37881e-06, 3.02615e-05, 3.8115e-18
3.40617e-06, 2.95383e-05, 3.90484e-18
3.43374e-06, 2.88324e-05, 4.00043e-18
3.46154e-06, 2.81434e-05, 4.09838e-18
3.48957e-06, 2.74708e-05, 4.19874e-18
3.51782e-06, 2.68143e-05, 4.30154e-18
3.5463e-06, 2.61735e-05, 4.40686e-18
3.575e-06, 2.5548e-05, 4.51472e-18
3.60395e-06, 2.49375e-05, 4.62529e-18
3.63312e-06, 2.43415e-05, 4.73851e-18
3.66254e-06, 2.37598e-05, 4.85455e-18
3.69219e-06, 2.3192e-05, 4.9734e-18
3.72208e-06, 2.26378e-05, 5.09517e-18
3.75221e-06, 2.20968e-05, 5.2199e-18
3.78259e-06, 2.15687e-05, 5.34772e-18
3.81321e-06, 2.10533e-05, 5.47864e-18
3.84408e-06, 2.05502e-05, 5.61277e-18
3.8752e-06, 2.00591e-05, 5.75019e-18
3.90657e-06, 1.95797e-05, 5.89096e-18
3.9382e-06, 1.91118e-05, 6.03521e-18
3.97008e-06, 1.86551e-05, 6.18296e-18
4.00222e-06, 1.82093e-05, 6.33434e-18
4.03462e-06, 1.77741e-05, 6.48942e-18
4.06729e-06, 1.73494e-05, 6.64834e-18
4.10021e-06, 1.69348e-05, 6.81107e-18
4.13341e-06, 1.65301e-05, 6.97786e-18
4.16687e-06, 1.6135e-05, 7.14869e-18
4.2006e-06, 1.57495e-05, 7.32369e-18
4.23461e-06, 1.53731e-05, 7.50302e-18
4.26889e-06, 1.50057e-05, 7.6867e-18
4.30345e-06, 1.46471e-05, 7.8749e-18
4.33829e-06, 1.42971e-05, 8.06771e-18
4.37341e-06, 1.39554e-05, 8.26522e-18
4.40882e-06, 1.36219e-05, 8.4676e-18
4.44451e-06, 1.32964e-05, 8.6749e-18
4.48049e-06, 1.29787e-05, 8.88728e-18
