f, omegaSens, omegaSW
1e-06, 0.00116723, 4.63992e-19
1.0081e-06, 0.00113933, 4.75359e-19
1.01626e-06, 0.0011121, 4.86996e-19
1.02448e-06, 0.00108552, 4.98909e-19
1.03278e-06, 0.00105958, 5.11133e-19
1.04114e-06, 0.00103426, 5.23646e-19
1.04957e-06, 0.00100954, 5.36469e-19
1.05806e-06, 0.000985415, 5.49593e-19
1.06663e-06, 0.000961864, 5.63056e-19
1.07527e-06, 0.000938877, 5.7685e-19
1.08397e-06, 0.000916439, 5.90966e-19
1.09275e-06, 0.000894537, 6.05442e-19
1.10159e-06, 0.000873158, 6.20255e-19
1.11051e-06, 0.000852291, 6.35445e-19
1.1195e-06, 0.000831922, 6.51002e-19
1.12856e-06, 0.00081204, 6.66936e-19
1.1377e-06, 0.000792633, 6.83272e-19
1.14691e-06, 0.00077369, 7e-19
1.1562e-06, 0.0007552, 7.17149e-19
1.16556e-06, 0.000737151, 7.34707e-19
1.17499e-06, 0.000719534, 7.52684e-19
1.1845e-06, 0.000702338, 7.71108e-19
1.19409e-06, 0.000685553, 7.89989e-19
1.20376e-06, 0.000669169, 8.09338e-19
1.21351e-06, 0.000653177, 8.29163e-19
1.22333e-06, 0.000637566, 8.49456e-19
1.23323e-06, 0.000622329, 8.70246e-19
1.24322e-06, 0.000607456, 8.91567e-19
1.25328e-06, 0.000592939, 9.13386e-19
1.26343e-06, 0.000578768, 9.35758e-19
1.27366e-06, 0.000564936, 9.58673e-19
1.28397e-06, 0.000551435, 9.82142e-19
1.29436e-06, 0.000538256, 1.00618e-18
1.30484e-06, 0.000525393, 1.03082e-18
1.31541e-06, 0.000512836, 1.05607e-18
1.32605e-06, 0.00050058, 1.08191e-18
1.33679e-06, 0.000488617, 1.10841e-18
1.34761e-06, 0.00047694, 1.13554e-18
1.35852e-06, 0.000465541, 1.16334e-18
1.36952e-06, 0.000454415, 1.19183e-18
1.38061e-06, 0.000443555, 1.22102e-18
1.39178e-06, 0.000432955, 1.2509e-18
1.40305e-06, 0.000422608, 1.28153e-18
1.41441e-06, 0.000412508, 1.31291e-18
1.42586e-06, 0.000402649, 1.34505e-18
1.4374e-06, 0.000393027, 1.37798e-18
1.44904e-06, 0.000383634, 1.41173e-18
1.46077e-06, 0.000374465, 1.44629e-18
1.4726e-06, 0.000365516, 1.48171e-18
1.48452e-06, 0.000356781, 1.51798e-18
1.49654e-06, 0.000348254, 1.55516e-18
1.50865e-06, 0.000339931, 1.59322e-18
1.52087e-06, 0.000331807, 1.63224e-18
1.53318e-06, 0.000323877, 1.6722e-18
1.54559e-06, 0.000316137, 1.71314e-18
1.5581e-06, 0.000308582, 1.75507e-18
1.57072e-06, 0.000301207, 1.79806e-18
1.58343e-06, 0.000294009, 1.84207e-18
1.59625e-06, 0.000286982, 1.88717e-18
1.60918e-06, 0.000280124, 1.9334e-18
1.6222e-06, 0.000273429, 1.98071e-18
1.63534e-06, 0.000266894, 2.02924e-18
1.64857e-06, 0.000260516, 2.07888e-18
1.66192e-06, 0.00025429, 2.1298e-18
1.67538e-06, 0.000248213, 2.18197e-18
1.68894e-06, 0.000242281, 2.23538e-18
1.70261e-06, 0.000236491, 2.2901e-18
1.7164e-06, 0.000230839, 2.34619e-18
1.73029e-06, 0.000225322, 2.40361e-18
1.7443e-06, 0.000219937, 2.46247e-18
1.75842e-06, 0.000214681, 2.52276e-18
1.77266e-06, 0.00020955, 2.58454e-18
1.78701e-06, 0.000204542, 2.64782e-18
1.80147e-06, 0.000199654, 2.71262e-18
1.81606e-06, 0.000194883, 2.77906e-18
1.83076e-06, 0.000190225, 2.84709e-18
1.84558e-06, 0.000185679, 2.9168e-18
1.86052e-06, 0.000181242, 2.9882e-18
1.87558e-06, 0.00017691, 3.06136e-18
1.89077e-06, 0.000172682, 3.13634e-18
1.90608e-06, 0.000168555, 3.21315e-18
1.92151e-06, 0.000164527, 3.29181e-18
1.93706e-06, 0.000160595, 3.37238e-18
1.95274e-06, 0.000156757, 3.45494e-18
1.96855e-06, 0.000153011, 3.53953e-18
1.98449e-06, 0.000149354, 3.62621e-18
2.00056e-06, 0.000145785, 3.71502e-18
2.01675e-06, 0.000142301, 3.80595e-18
2.03308e-06, 0.0001389, 3.89915e-18
2.04954e-06, 0.00013558, 3.99462e-18
2.06613e-06, 0.00013234, 4.09241e-18
2.08286e-06, 0.000129177, 4.19263e-18
2.09972e-06, 0.00012609, 4.29527e-18
2.11672e-06, 0.000123077, 4.40044e-18
2.13385e-06, 0.000120135, 4.50814e-18
2.15113e-06, 0.000117264, 4.61855e-18
2.16854e-06, 0.000114462, 4.7316e-18
2.1861e-06, 0.000111727, 4.84747e-18
2.2038e-06, 0.000109056, 4.96617e-18
2.22164e-06, 0.00010645, 5.08776e-18
2.23962e-06, 0.000103906, 5.21228e-18
2.25776e-06, 0.000101423, 5.33996e-18
2.27603e-06, 9.89991e-05, 5.47065e-18
2.29446e-06, 9.66331e-05, 5.60462e-18
2.31303e-06, 9.43237e-05, 5.7418e-18
2.33176e-06, 9.20695e-05, 5.88242e-18
2.35064e-06, 8.98692e-05, 6.02647e-18
2.36967e-06, 8.77215e-05, 6.17402e-18
2.38885e-06, 8.56251e-05, 6.32515e-18
2.40819e-06, 8.35788e-05, 6.48002e-18
2.42769e-06, 8.15814e-05, 6.63871e-18
2.44734e-06, 7.96317e-05, 6.80122e-18
2.46715e-06, 7.77286e-05, 6.96771e-18
2.48713e-06, 7.5871e-05, 7.13837e-18
2.50726e-06, 7.40578e-05, 7.3131e-18
2.52756e-06, 7.2288e-05, 7.49217e-18
2.54802e-06, 7.05604e-05, 7.67558e-18
2.56865e-06, 6.88741e-05, 7.86353e-18
2.58944e-06, 6.72281e-05, 8.05601e-18
2.61041e-06, 6.56215e-05, 8.25332e-18
2.63154e-06, 6.40533e-05, 8.45536e-18
2.65284e-06, 6.25225e-05, 8.66234e-18
2.67432e-06, 6.10283e-05, 8.87446e-18
2.69597e-06, 5.95698e-05, 9.09174e-18
2.7178e-06, 5.81462e-05, 9.31438e-18
2.7398e-06, 5.67566e-05, 9.54241e-18
2.76198e-06, 5.54002e-05, 9.77604e-18
2.78434e-06, 5.40763e-05, 1.00154e-17
2.80688e-06, 5.27839e-05, 1.02606e-17
2.82961e-06, 5.15225e-05, 1.05119e-17
2.85251e-06, 5.02912e-05, 1.07692e-17
2.87561e-06, 4.90893e-05, 1.10329e-17
2.89889e-06, 4.79162e-05, 1.1303e-17
2.92235e-06, 4.67711e-05, 1.15797e-17
2.94601e-06, 4.56533e-05, 1.18632e-17
2.96986e-06, 4.45623e-05, 1.21537e-17
2.99391e-06, 4.34973e-05, 1.24513e-17
3.01814e-06, 4.24578e-05, 1.27561e-17
3.04258e-06, 4.14432e-05, 1.30685e-17
3.06721e-06, 4.04528e-05, 1.33884e-17
3.09204e-06, 3.9486e-05, 1.37162e-17
3.11707e-06, 3.85424e-05, 1.4052e-17
3.14231e-06, 3.76213e-05, 1.43961e-17
3.16775e-06, 3.67222e-05, 1.47486e-17
3.19339e-06, 3.58446e-05, 1.51096e-17
3.21924e-06, 3.4988e-05, 1.54795e-17
3.24531e-06, 3.41519e-05, 1.58586e-17
3.27158e-06, 3.33357e-05, 1.62469e-17
3.29806e-06, 3.25391e-05, 1.66446e-17
3.32476e-06, 3.17614e-05, 1.70521e-17
3.35168e-06, 3.10024e-05, 1.74696e-17
3.37881e-06, 3.02615e-05, 1.78973e-17
3.40617e-06, 2.95383e-05, 1.83356e-17
3.43374e-06, 2.88324e-05, 1.87844e-17
3.46154e-06, 2.81434e-05, 1.92443e-17
3.48957e-06, 2.74708e-05, 1.97156e-17
3.51782e-06, 2.68143e-05, 2.01983e-17
3.5463e-06, 2.61735e-05, 2.06929e-17
3.575e-06, 2.5548e-05, 2.11993e-17
3.60395e-06, 2.49375e-05, 2.17185e-17
3.63312e-06, 2.43415e-05, 2.22501e-17
3.66254e-06, 2.37598e-05, 2.2795e-17
3.69219e-06, 2.3192e-05, 2.33531e-17
3.72208e-06, 2.26378e-05, 2.39249e-17
3.75221e-06, 2.20968e-05, 2.45106e-17
3.78259e-06, 2.15687e-05, 2.51107e-17
3.81321e-06, 2.10533e-05, 2.57255e-17
3.84408e-06, 2.05502e-05, 2.63553e-17
3.8752e-06, 2.00591e-05, 2.70006e-17
3.90657e-06, 1.95797e-05, 2.76616e-17
3.9382e-06, 1.91118e-05, 2.83389e-17
3.97008e-06, 1.86551e-05, 2.90327e-17
4.00222e-06, 1.82093e-05, 2.97435e-17
4.03462e-06, 1.77741e-05, 3.04717e-17
4.06729e-06, 1.73494e-05, 3.12179e-17
4.10021e-06, 1.69348e-05, 3.19821e-17
4.13341e-06, 1.65301e-05, 3.27652e-17
