f, omegaSens, omegaSW
1e-06, 0.00116723, 2.23655e-18
1.0081e-06, 0.00113933, 2.29134e-18
1.01626e-06, 0.0011121, 2.34744e-18
1.02448e-06, 0.00108552, 2.40486e-18
1.03278e-06, 0.00105958, 2.46378e-18
1.04114e-06, 0.00103426, 2.5241e-18
1.04957e-06, 0.00100954, 2.58591e-18
1.05806e-06, 0.000985415, 2.64917e-18
1.06663e-06, 0.000961864, 2.71407e-18
1.07527e-06, 0.000938877, 2.78056e-18
1.08397e-06, 0.000916439, 2.8486e-18
1.09275e-06, 0.000894537, 2.91838e-18
1.10159e-06, 0.000873158, 2.98978e-18
1.11051e-06, 0.000852291, 3.063e-18
1.1195e-06, 0.000831922, 3.13799e-18
1.12856e-06, 0.00081204, 3.21479e-18
1.1377e-06, 0.000792633, 3.29353e-18
1.14691e-06, 0.00077369, 3.37417e-18
1.1562e-06, 0.0007552, 3.45683e-18
1.16556e-06, 0.000737151, 3.54146e-18
1.17499e-06, 0.000719534, 3.62812e-18
1.1845e-06, 0.000702338, 3.71693e-18
1.19409e-06, 0.000685553, 3.80794e-18
1.20376e-06, 0.000669169, 3.9012e-18
1.21351e-06, 0.000653177, 3.99677e-18
1.22333e-06, 0.000637566, 4.09458e-18
1.23323e-06, 0.000622329, 4.1948e-18
1.24322e-06, 0.000607456, 4.29757e-18
1.25328e-06, 0.000592939, 4.40274e-18
1.26343e-06, 0.000578768, 4.51058e-18
1.27366e-06, 0.000564936, 4.62103e-18
1.28397e-06, 0.000551435, 4.73416e-18
1.29436e-06, 0.000538256, 4.85002e-18
1.30484e-06, 0.000525393, 4.96878e-18
1.31541e-06, 0.000512836, 5.09052e-18
1.32605e-06, 0.00050058, 5.21504e-18
1.33679e-06, 0.000488617, 5.34279e-18
1.34761e-06, 0.00047694, 5.47357e-18
1.35852e-06, 0.000465541, 5.60759e-18
1.36952e-06, 0.000454415, 5.74491e-18
1.38061e-06, 0.000443555, 5.88561e-18
1.39178e-06, 0.000432955, 6.02962e-18
1.40305e-06, 0.000422608, 6.17728e-18
1.41441e-06, 0.000412508, 6.32855e-18
1.42586e-06, 0.000402649, 6.48349e-18
1.4374e-06, 0.000393027, 6.64218e-18
1.44904e-06, 0.000383634, 6.80486e-18
1.46077e-06, 0.000374465, 6.97145e-18
1.4726e-06, 0.000365516, 7.1422e-18
1.48452e-06, 0.000356781, 7.31705e-18
1.49654e-06, 0.000348254, 7.49623e-18
1.50865e-06, 0.000339931, 7.67968e-18
1.52087e-06, 0.000331807, 7.86781e-18
1.53318e-06, 0.000323877, 8.06041e-18
1.54559e-06, 0.000316137, 8.25772e-18
1.5581e-06, 0.000308582, 8.45986e-18
1.57072e-06, 0.000301207, 8.6671e-18
1.58343e-06, 0.000294009, 8.8792e-18
1.59625e-06, 0.000286982, 9.09662e-18
1.60918e-06, 0.000280124, 9.31947e-18
1.6222e-06, 0.000273429, 9.54751e-18
1.63534e-06, 0.000266894, 9.7814e-18
1.64857e-06, 0.000260516, 1.00207e-17
1.66192e-06, 0.00025429, 1.02661e-17
1.67538e-06, 0.000248213, 1.05176e-17
1.68894e-06, 0.000242281, 1.07751e-17
1.70261e-06, 0.000236491, 1.10388e-17
1.7164e-06, 0.000230839, 1.13092e-17
1.73029e-06, 0.000225322, 1.1586e-17
1.7443e-06, 0.000219937, 1.18697e-17
1.75842e-06, 0.000214681, 1.21603e-17
1.77266e-06, 0.00020955, 1.24581e-17
1.78701e-06, 0.000204542, 1.27631e-17
1.80147e-06, 0.000199654, 1.30755e-17
1.81606e-06, 0.000194883, 1.33957e-17
1.83076e-06, 0.000190225, 1.37237e-17
1.84558e-06, 0.000185679, 1.40597e-17
1.86052e-06, 0.000181242, 1.44039e-17
1.87558e-06, 0.00017691, 1.47565e-17
1.89077e-06, 0.000172682, 1.51179e-17
1.90608e-06, 0.000168555, 1.54881e-17
1.92151e-06, 0.000164527, 1.58673e-17
1.93706e-06, 0.000160595, 1.62557e-17
1.95274e-06, 0.000156757, 1.66536e-17
1.96855e-06, 0.000153011, 1.70614e-17
1.98449e-06, 0.000149354, 1.74792e-17
2.00056e-06, 0.000145785, 1.79073e-17
2.01675e-06, 0.000142301, 1.83456e-17
2.03308e-06, 0.0001389, 1.87948e-17
2.04954e-06, 0.00013558, 1.9255e-17
2.06613e-06, 0.00013234, 1.97264e-17
2.08286e-06, 0.000129177, 2.02095e-17
2.09972e-06, 0.00012609, 2.07042e-17
2.11672e-06, 0.000123077, 2.12112e-17
2.13385e-06, 0.000120135, 2.17303e-17
2.15113e-06, 0.000117264, 2.22625e-17
2.16854e-06, 0.000114462, 2.28074e-17
2.1861e-06, 0.000111727, 2.3366e-17
2.2038e-06, 0.000109056, 2.39381e-17
2.22164e-06, 0.00010645, 2.45242e-17
2.23962e-06, 0.000103906, 2.51245e-17
2.25776e-06, 0.000101423, 2.57399e-17
2.27603e-06, 9.89991e-05, 2.63698e-17
2.29446e-06, 9.66331e-05, 2.70156e-17
2.31303e-06, 9.43237e-05, 2.76769e-17
2.33176e-06, 9.20695e-05, 2.83547e-17
2.35064e-06, 8.98692e-05, 2.9049e-17
2.36967e-06, 8.77215e-05, 2.97602e-17
2.38885e-06, 8.56251e-05, 3.04887e-17
2.40819e-06, 8.35788e-05, 3.12352e-17
2.42769e-06, 8.15814e-05, 3.20002e-17
2.44734e-06, 7.96317e-05, 3.27835e-17
2.46715e-06, 7.77286e-05, 3.3586e-17
2.48713e-06, 7.5871e-05, 3.44086e-17
2.50726e-06, 7.40578e-05, 3.52509e-17
2.52756e-06, 7.2288e-05, 3.61141e-17
2.54802e-06, 7.05604e-05, 3.69982e-17
2.56865e-06, 6.88741e-05, 3.79041e-17
2.58944e-06, 6.72281e-05, 3.88319e-17
2.61041e-06, 6.56215e-05, 3.9783e-17
2.63154e-06, 6.40533e-05, 4.07569e-17
2.65284e-06, 6.25225e-05, 4.17546e-17
2.67432e-06, 6.10283e-05, 4.2777e-17
